1.232000000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.228921283172926415e+01,6.152301604032992532e-01,1.591549430918835772e-02
1.222777260947695055e+01,1.227583008878128545e+00,3.183098861837838078e-02
1.213588973624026579e+01,1.835534447445163586e+00,4.774648292756612789e-02
1.201385023652805906e+01,2.437574200464622365e+00,6.366197723675716402e-02
1.186201490169955974e+01,3.032209558820311290e+00,7.957747154594985162e-02
1.168081825032094478e+01,3.617969073288083592e+00,9.549296585513854241e-02
1.147076730647909315e+01,4.193406187969858756e+00,1.114084601643261230e-01
1.123244019944035799e+01,4.757102804840935839e+00,1.273239544735116080e-01
1.096648458848143548e+01,5.307672770646910010e+00,1.432394487827002572e-01
1.067361591714822566e+01,5.843765277596590479e+00,1.591549430918888230e-01
1.035461550161598510e+01,6.364068169528326990e+00,1.750704374010785547e-01
1.001032845822907547e+01,6.867311145478473655e+00,1.909859317102659548e-01
9.641661475690163741e+00,7.352268852851702619e+00,2.069014260194558807e-01
9.249580437745894557e+00,7.817763862682787668e+00,2.228169203286474997e-01
8.835107902577984618e+00,8.262669519787571915e+00,2.387324146378372036e-01
8.399320445454421247e+00,8.685912660926318196e+00,2.546479089470254920e-01
7.943345871524167379e+00,9.086476194444616183e+00,2.705634032562176383e-01
7.468360305949781619e+00,9.463401535214702065e+00,2.864788975654101733e-01
6.975585168864803620e+00,9.815790889072422587e+00,3.023943918745969350e-01
6.466284042915979136e+00,1.014280938133120458e+01,3.183098861837842519e-01
5.941759441403792863e+00,1.044368702435336616e+01,3.342253804929763983e-01
5.403349485267707308e+00,1.071772051956979510e+01,3.501408748021630490e-01
4.852424497374425272e+00,1.096427488976043918e+01,3.660563691113487561e-01
4.290383522757955426e+00,1.118278493783911642e+01,3.819718634205403474e-01
3.718650783628806078e+00,1.137275652882584964e+01,3.978873577297307729e-01
3.138672078115827713e+00,1.153376769213691944e+01,4.138028520389200327e-01
2.551911131827913959e+00,1.166546954177627526e+01,4.297183463481120680e-01
1.959845911423436782e+00,1.176758701247052308e+01,4.456338406572978306e-01
1.363964909452984209e+00,1.183991941025227135e+01,4.615493349664902545e-01
7.657634097953530672e-01,1.188234077646210629e+01,4.774648292756801249e-01
1.667397430378224077e-01,1.189480006460657791e+01,4.933803235848687185e-01
-4.316084588405657008e-01,1.187732112997732870e+01,5.092958178940591996e-01
-1.027787999139628594e+00,1.183000253240348165e+01,5.252113122032466830e-01
-1.620313835158384341e+00,1.175301715297468341e+01,5.411268065124352766e-01
-2.207712769722943946e+00,1.164661162603450961e+01,5.570423008216284222e-01
-2.788527106364728780e+00,1.151110558820209206e+01,5.729577951308159056e-01
-3.361318259099395078e+00,1.134689074663283570e+01,5.888732894400071638e-01
-3.924670307886814591e+00,1.115442976917563556e+01,6.047887837491963126e-01
-4.477193491004408443e+00,1.093425499952324209e+01,6.207042780583880148e-01
-5.017527625739670150e+00,1.068696700088292140e+01,6.366197723675803832e-01
-5.544345449002316961e+00,1.041323293211570267e+01,6.525352666767689769e-01
-6.056355869671733672e+00,1.011378476070280641e+01,6.684507609859592359e-01
-6.552307124730538668e+00,9.789417317296667420e+00,6.843662552951487177e-01
-7.030989831489701913e+00,9.440986197000128755e+00,7.002817496043378664e-01
-7.491239928483905963e+00,9.069405512890035936e+00,7.161972439135316781e-01
-7.931941497907107674e+00,8.675645507659606182e+00,7.321127382227189395e-01
-8.352029462766768830e+00,8.260730029596922819e+00,7.480282325319087544e-01
-8.750492152260132883e+00,7.825733879443601104e+00,7.639437268411001236e-01
-9.126373729216446407e+00,7.371780034987526875e+00,7.798592211502893834e-01
-9.478776473804272129e+00,6.900036760535788183e+00,7.957747154594768668e-01
-9.806862918072015489e+00,6.411714608687745454e+00,8.116902097686624629e-01
-1.010985782627173180e+01,5.908063322082998781e+00,8.276057040778524998e-01
-1.038705001630999369e+01,5.390368643034316953e+00,8.435211983870409824e-01
-1.063779401807425451e+01,4.859949039170615492e+00,8.594366926962314635e-01
-1.086151156479761681e+01,4.318152353409577593e+00,8.753521870054234988e-01
-1.105769291404821431e+01,3.766352386752837678e+00,8.912676813146128696e-01
-1.122589799536038591e+01,3.205945422548518664e+00,9.071831756238025735e-01
-1.136575738196252416e+01,2.638346700995981564e+00,9.230986699329912781e-01
-1.147697308449958165e+01,2.064986852775569481e+00,9.390141642421774293e-01
-1.155931916509588397e+01,1.487308300771737368e+00,9.549296585513671332e-01
