8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.999200013333267023e+00,7.999600003333322273e-02,3.183098861837790460e-03
7.997600501883411539e+00,1.599609088321073402e-01,6.366197723675868884e-03
7.995202007246220433e+00,2.398867436862001379e-01,9.549296585513782076e-03
7.992005150637386812e+00,3.197655296049148332e-01,1.273239544735173603e-02
7.988010632792320820e+00,3.995893001102892583e-01,1.591549430918969693e-02
7.983219233858070751e+00,4.793500980291741653e-01,1.909859317102758844e-02
7.977631813277359818e+00,5.590399762840012610e-01,2.228169203286551117e-02
7.971249309664759863e+00,6.386509986821640172e-01,2.546479089470349635e-02
7.964072740675012696e+00,7.181752407039313502e-01,2.864788975654170705e-02
7.956103202863517687e+00,7.976047902888178109e-01,3.183098861837955346e-02
7.947341871539008729e+00,8.769317486203311862e-01,3.501408748021721251e-02
7.937790000608426766e+00,9.561482309090214571e-01,3.819718634205519076e-02
7.927448922414024324e+00,1.035246367173751958e+00,4.138028520389318288e-02
7.916320047562703799e+00,1.114218303021116574e+00,4.456338406573141092e-02
7.904404864747623272e+00,1.193056200422926150e+00,4.774648292756946549e-02
7.891704940562089376e+00,1.271752238491687281e+00,5.092958178940722863e-02
7.878221919305749665e+00,1.350298614253996110e+00,5.411268065124504034e-02
7.863957522783123544e+00,1.428687543421773176e+00,5.729577951308305328e-02
7.848913550094484215e+00,1.506911261161259397e+00,6.047887837492119806e-02
7.833091877419113835e+00,1.584962022859702113e+00,6.366197723675919018e-02
7.816494457790972739e+00,1.662832104889653051e+00,6.684507609859717536e-02
7.799123320866790721e+00,1.740513805370802025e+00,7.002817496043524381e-02
7.780980572686615915e+00,1.817999444929275787e+00,7.321127382227304858e-02
7.762068395426852341e+00,1.895281367454321630e+00,7.639437268411108928e-02
7.742389047145803893e+00,1.972351940852305807e+00,7.957747154594865813e-02
7.721944861521766512e+00,2.049203557797951269e+00,8.276057040778633800e-02
7.700738247583686302e+00,2.125828636482742340e+00,8.594366926962421216e-02
7.678771689434420011e+00,2.202219621360419044e+00,8.912676813146201693e-02
7.656047745966633400e+00,2.278368983889492050e+00,9.230986699330009926e-02
7.632569050571357039e+00,2.354269223272706490e+00,9.549296585513802893e-02
7.608338310839245722e+00,2.429912867193374737e+00,9.867606471697591697e-02
7.583358308254567248e+00,2.505292472548517502e+00,1.018591635788137773e-01
7.557631897881951666e+00,2.580400626178731116e+00,1.050422624406517208e-01
7.531162008045948930e+00,2.655229945594715257e+00,1.082253613024895117e-01
7.503951640003411860e+00,2.729773079700387850e+00,1.114084601643273997e-01
7.476003867608759457e+00,2.804022709512523193e+00,1.145915590261653016e-01
7.447321836972139231e+00,2.877971548876828489e+00,1.177746578880030232e-01
7.417908766110545393e+00,2.951612345180404162e+00,1.209577567498412304e-01
7.387767944591911551e+00,3.024937880060513784e+00,1.241408556116791462e-01
7.356902733172232089e+00,3.097940970109587688e+00,1.273239544735169648e-01
7.325316563425744221e+00,3.170614467576400752e+00,1.305070533353548667e-01
7.293012937368212434e+00,3.242951261063354185e+00,1.336901521971929074e-01
7.259995427073356211e+00,3.314944276219788932e+00,1.368732510590309204e-01
7.226267674282468079e+00,3.386586476431267645e+00,1.400563499208687945e-01
7.191833390007245974e+00,3.457870863504757697e+00,1.432394487827068907e-01
7.156696354125912762e+00,3.528790478349648208e+00,1.464225476445449314e-01
7.120860414972637997e+00,3.599338401654534891e+00,1.496056465063826391e-01
7.084329488920320550e+00,3.669507754559707458e+00,1.527887453682204577e-01
7.047107559956781841e+00,3.739291699325275609e+00,1.559718442300583596e-01
7.009198679254390107e+00,3.808683439994865250e+00,1.591549430918966224e-01
6.970606964733200073e+00,3.877676223054826288e+00,1.623380419537348018e-01
6.931336600617618693e+00,3.946263338088884520e+00,1.655211408155729536e-01
6.891391836986664465e+00,4.014438118428174107e+00,1.687042396774109110e-01
6.850776989317870935e+00,4.082193941796591119e+00,1.718873385392489239e-01
6.809496438024857490e+00,4.149524230951403325e+00,1.750704374010866315e-01
6.767554627988657145e+00,4.216422454319054935e+00,1.782535362629247833e-01
6.724956068082808436e+00,4.282882126626104125e+00,1.814366351247627684e-01
6.681705330692298439e+00,4.348896809525240492e+00,1.846197339866009202e-01
6.637807051226377375e+00,4.414460112216304744e+00,1.878028328484386278e-01
6.593265927625322043e+00,4.479565692062272397e+00,1.909859317102768905e-01
6.548086719861180960e+00,4.544207255200126916e+00,1.941690305721149035e-01
6.502274249432566045e+00,4.608378557146569854e+00,1.973521294339528331e-01
6.455833398853537908e+00,4.672073403398508518e+00,2.005352282957905408e-01
6.408769111136644270e+00,4.735285650028266957e+00,2.037183271576283872e-01
6.361086389270152353e+00,4.798009204273454564e+00,2.069014260194665111e-01
6.312790295689553410e+00,4.860238025121451422e+00,2.100845248813044408e-01
6.263885951743372260e+00,4.921966123888436684e+00,2.132676237431421207e-01
6.214378537153346649e+00,4.983187564792914692e+00,2.164507226049801891e-01
6.164273289469044848e+00,5.043896465523689976e+00,2.196338214668182021e-01
6.113575503516950782e+00,5.104086997802220083e+00,2.228169203286560207e-01
6.062290530844104630e+00,5.163753387939310713e+00,2.260000191904936728e-01
6.010423779156335300e+00,5.222889917386084768e+00,2.291831180523317690e-01
5.957980711751160285e+00,5.281490923279188898e+00,2.323662169141696987e-01
5.904966846945386649e+00,5.339550798980169155e+00,2.355493157760075174e-01
5.851387757497512609e+00,5.397063994608982895e+00,2.387324146378454470e-01
5.797249070024947493e+00,5.454025017571572320e+00,2.419155134996830991e-01
5.742556464416137985e+00,5.510428433081480115e+00,2.450986123615210843e-01
5.687315673237651303e+00,5.566268864675431693e+00,2.482817112233589585e-01
5.631532481136288126e+00,5.621540994722847628e+00,2.514648100851969992e-01
5.575212724236263462e+00,5.676239564929237424e+00,2.546479089470348733e-01
5.518362289531544285e+00,5.730359376833426666e+00,2.578310078088728030e-01
5.460987114273396337e+00,5.783895292298571356e+00,2.610141066707109547e-01
5.403093185353196048e+00,5.836842233996907048e+00,2.641972055325486068e-01
5.344686538680581300e+00,5.889195185888200790e+00,2.673803043943865365e-01
5.285773258557010301e+00,5.940949193691848151e+00,2.705634032562245217e-01
5.226359477044769442e+00,5.992099365352575369e+00,2.737465021180624514e-01
5.166451373331530483e+00,6.042640871499705746e+00,2.769296009799001590e-01
5.106055173090482846e+00,6.092568945899951238e+00,2.801126998417382552e-01
